supervisor_id,supervisor_name,paper_id,title,abstract,year,scholar_url,author_lookup_mode,authors,venue,doi,source_url,source_title,source_type,selection_bucket,identity_verified,identity_evidence,search_model,searched_at
s27,William Woof,doi:10.1038/s42256-025-01040-8,Next-generation phenotyping of inherited retinal diseases from multimodal imaging with Eye2Gene,"Rare eye diseases such as inherited retinal diseases (IRDs) are challenging to diagnose genetically. IRDs are typically monogenic disorders and represent a leading cause of blindness in children and working-age adults worldwide. A growing number are now being targeted in clinical trials, with approved treatments increasingly available. However, access requires a genetic diagnosis to be established sufficiently early. Critically, the timely identification of a genetic cause remains challenging. We demonstrate that a deep learning algorithm, Eye2Gene, trained on a large multimodal imaging dataset of individuals with IRDs (n = 2,451) and externally validated on data provided by five different clinical centres, provides better-than-expert-level top-five accuracy of 83.9% for supporting genetic diagnosis for the 63 most common genetic causes. We demonstrate that Eye2Gene's next-generation phenotyping can increase diagnostic yield by improving screening for IRDs, phenotype-driven variant prioritization and automatic similarity matching in phenotypic space to identify new genes. Eye2Gene is accessible online (app.eye2gene.com) for research purposes.",2025,https://scholar.google.com/citations?user=WyYFEpUAAAAJ&hl=en&oi=ao,opencode_plaintext_search,"Pontikos N, Woof WA, Lin S, Ghoshal B, Mendes BS, Veturi A, Nguyen Q, Javanmardi B, Georgiou M, Hustinx A, Ibarra-Arellano MA, Moghul I, Liu Y, Pfau K, Pfau M, Shah M, Yu J, Al-Khuzaei S, Wagner SK, Daich Varela M, Cabral de Guimarães TA, Sen S, Naik G, Sumodhee D, Fu DJ, Kabiri N, Furman J, Liefers B, Lee AY, De Silva SR, Marques C, Motta F, Fujinami-Yokokawa Y, Hardcastle AJ, Arno G, Lorenz B, Herrmann P, Fujinami K, Sallum J, Madhusudhan S, Downes SM, Holz FG, Balaskas K, Webster AR, Mahroo OA, Krawitz PM, Michaelides M",Nature Machine Intelligence,10.1038/s42256-025-01040-8,https://www.nature.com/articles/s42256-025-01040-8,Next-generation phenotyping of inherited retinal diseases from multimodal imaging with Eye2Gene,online search result,latest:5,true,"Matched using the UCL name, department, role, email, and homepage supplied in the search prompt.",opencode/nemotron-3-ultra-free,2026-06-23T22:05:33.802265+00:00
s27,William Woof,doi:10.1002/ajmg.a.64118,Perspectives on the Current and Future State of Artificial Intelligence in Medical Genetics,"Artificial intelligence (AI) is rapidly transforming numerous aspects of daily life, including clinical practice and biomedical research. In light of this rapid transformation, and in the context of medical genetics, we assembled a group of leaders in the field to respond to the question about how AI is affecting, and especially how AI will affect, medical genetics. The authors who contributed to this collection of essays intentionally represent different areas of expertise, career stages, and geographies, and include diverse types of clinicians, computer scientists, and researchers. The individual pieces cover a wide range of areas related to medical genetics; we expect that these pieces may provide helpful windows into the ways in which AI is being actively studied, used, and considered in medical genetics.",2025,https://scholar.google.com/citations?user=WyYFEpUAAAAJ&hl=en&oi=ao,opencode_plaintext_search,"Solomon BD, Cheatham M, de Guimarães TAC, Duong D, Haendel MA, Hsieh TC, Javanmardi B, Johnson B, Krawitz P, Kruszka P, Laurent T, Lee NC, McWalter K, Michaelides M, Mohnike K, Pontikos N, Guillen Sacoto MJ, Shwetar YJ, Ustach VD, Waikel RL, Woof W",American Journal of Medical Genetics Part A,10.1002/ajmg.a.64118,https://onlinelibrary.wiley.com/doi/10.1002/ajmg.a.64118,Perspectives on the Current and Future State of Artificial Intelligence in Medical Genetics,online search result,latest:5,true,"Matched using the UCL name, department, role, email, and homepage supplied in the search prompt.",opencode/nemotron-3-ultra-free,2026-06-23T22:05:33.802265+00:00
s27,William Woof,doi:10.1136/bjo-2024-327074,Inherited retinal disease pathway in the UK: a patient perspective and the potential of AI,"Inherited retinal diseases (IRDs) are the leading cause of blindness in young people in the UK. Despite significant improvements in genomics medicine, the diagnosis of these conditions remains challenging, and around 40% do not receive a definite genetic diagnosis after extensive genetic testing. This survey aims to investigate the experience of individuals affected by IRDs, their relatives, friends and caregivers, focusing on their care and diagnostic journey. Additionally, it explores the potential acceptability of artificial intelligence (AI) technologies, such as Eye2Gene, that predict causative genes from retinal images of patients with IRDs. Methods: This cross-sectional survey included Likert scale and open-ended questions and was distributed electronically using the Qualtrics platform between April and August 2024. The survey included questions on respondent demographics; their journey to receive specialist care and genetic testing; their information needs and their attitude towards AI-augmented diagnosis. Descriptive statistics and content analysis were used to interpret the survey responses. Results: The survey had 247 responses, of which 242 were analysed after removing four duplicates and one without consent; 80.2% were patients and the remainder were relatives, friends or caregivers. There was substantial variability in patient diagnostic journeys in terms of waiting times to see a specialist (IQR, 1–4 years), commute required (IQR, 10–74 miles) and number of visits to reach a diagnosis (IQR, 2–4). A substantial proportion of patients (35.8%) had a change in diagnosis. The majority of respondents (>90%) were overwhelmingly in favour of the integration of AI into the IRD pathway to accelerate genetic diagnosis and improve care. Conclusion: This survey identifies several key gaps and disparities in the IRD care pathway which may potentially be bridged with AI. The survey also reveals a favourable attitude towards incorporating AI into diagnostic testing of IRDs.",2025,https://scholar.google.com/citations?user=WyYFEpUAAAAJ&hl=en&oi=ao,opencode_plaintext_search,"Wong W, Sumodhee D, Morris T, Tailor B, Hollyhead C, Woof WA, Archer S, Veal C, Lobo L, Al-Khuzaei S, Daich Varela M, De Guimaraes TAC, Gomes M, Shah M, Downes SM, Madhusudhan S, Mahroo OA, Webster AR, Michaelides M, Pontikos N",British Journal of Ophthalmology,10.1136/bjo-2024-327074,https://bjo.bmj.com/content/109/11/1266,Inherited retinal disease pathway in the UK: a patient perspective and the potential of AI,online search result,latest:5,true,"Matched using the UCL name, department, role, email, and homepage supplied in the search prompt.",opencode/nemotron-3-ultra-free,2026-06-23T22:05:33.802265+00:00
s27,William Woof,doi:10.1016/j.xops.2024.100652,Quantification of Fundus Autofluorescence Features in a Molecularly Characterized Cohort of >3500 Patients with Inherited Retinal Disease from the United Kingdom,"Purpose: To quantify relevant fundus autofluorescence (FAF) features cross-sectionally and longitudinally in a large cohort of patients with inherited retinal diseases (IRDs). Design: Retrospective study of imaging data. Participants: Patients with a clinical and molecularly confirmed diagnosis of IRD who have undergone 55° FAF imaging at Moorfields Eye Hospital (MEH) and the Royal Liverpool Hospital between 2004 and 2019. Methods: Five FAF features of interest were defined: vessels, optic disc, perimacular ring of increased signal (ring), relative hypo-autofluorescence (hypo-AF), and hyper-autofluorescence (hyper-AF). Features were manually annotated by 6 graders in a subset of patients based on a defined grading protocol to produce segmentation masks to train an artificial intelligence model, AIRDetect, which was then applied to the entire imaging data set. Main Outcome Measures: Quantitative FAF features, including area and vessel metrics, were analyzed cross-sectionally by gene and age, and longitudinally. AIRDetect feature segmentation and detection were validated with Dice score and precision/recall, respectively. Results: A total of 45,749 FAF images from 3,606 patients with IRD from MEH covering 170 genes were automatically segmented using AIRDetect. Model-grader Dice scores for the disc, hypo-AF, hyper-AF, ring, and vessels were, respectively, 0.86, 0.72, 0.69, 0.68, and 0.65. Across patients at presentation, the 5 genes with the largest hypo-AF areas were CHM, ABCC6, RDH12, ABCA4, and RPE65, with mean per-patient areas of 43.72, 29.57, 20.07, 19.65, and 16.96 mm². Longitudinal analysis revealed significant progression of hypo-AF and hyper-AF areas over time, with progression rates varying by gene.",2025,https://scholar.google.com/citations?user=WyYFEpUAAAAJ&hl=en&oi=ao,opencode_plaintext_search,"Woof WA, de Guimarães TAC, Al-Khuzaei S, Daich Varela M, Sen S, Bagga P, Mendes B, Shah M, Burke P, Parry D, Lin S, Naik G, Ghoshal B, Liefers BJ, Fu DJ, Georgiou M, Nguyen Q, Sousa da Silva A, Liu Y, Fujinami-Yokokawa Y, Sumodhee D, Patel P, Furman J, Moghul I, Moosajee M, Sallum J, De Silva SR, Lorenz B, Holz FG, Fujinami K, Webster AR, Mahroo OA, Downes SM, Madhusudhan S, Balaskas K, Michaelides M, Pontikos N",Ophthalmology Science,10.1016/j.xops.2024.100652,https://www.sciencedirect.com/science/article/pii/S266691452400188X,Quantification of Fundus Autofluorescence Features in a Molecularly Characterized Cohort of >3500 Patients with Inherited Retinal Disease from the United Kingdom,online search result,latest:5,true,"Matched using the UCL name, department, role, email, and homepage supplied in the search prompt.",opencode/nemotron-3-ultra-free,2026-06-23T22:05:33.802265+00:00
s28,Tony Lynas-Gray,doi:10.1016/j.jqsrt.2024.109083,The 2024 release of the ExoMol database: Molecular line lists for exoplanet and other hot atmospheres,"The ExoMol database (www.exomol.com) provides molecular data for spectroscopic studies of hot atmospheres. These data are widely used to model atmospheres of exoplanets, cool stars and other astronomical objects, as well as a variety of terrestrial applications. The 2024 data release reports the current status of the database which contains recommended line lists for 91 molecules and 224 isotopologues giving a total of almost 1012 individual transitions. New features of the database include extensive ""MARVELization"" of line lists to allow them to be used for high resolutions studies, extension of several line lists to ultraviolet wavelengths, provision of photodissociation cross-sections and extended provision of broadening parameters. Some of the in-house data specifications have been rewritten in JSON and moved for conformity with other international standards. Data products, including specific heats, a database of lifetimes for plasma studies, and the ExoMolHR web app which allows exclusively high resolution data to be extracted, are discussed.",2024,,opencode_plaintext_search,"Tennyson, Jonathan; Yurchenko, Sergei N; Zhang, Jingxin; Bowesman, Charles A; Brady, Ryan P; Buldyreva, Jeanna; Chubb, Katy L; Gamache, Robert R; Gorman, Maire N; Guest, Elizabeth R; Hill, Christian; Kefala, Kyriaki; Lynas-Gray, AE; Mellor, Thomas M; McKemmish, Laura K; Mitev, Georgi B; Mizus, Irina I; Owens, Alec; Peng, Zhijian; Perri, Armando N; Pezzella, Marco; Polyansky, Oleg L; Qu, Qianwei; Semenov, Mikhail; Smola, Oleksiy; Solokov, Andrei; Somogyi, Wilfrid; Upadhyay, Apoorva; Wright, Samuel OM; Zobov, Nikolai F",Journal of Quantitative Spectroscopy and Radiative Transfer,10.1016/j.jqsrt.2024.109083,https://discovery.ucl.ac.uk/id/eprint/10197197/,The 2024 release of the ExoMol database: Molecular line lists for exoplanet and other hot atmospheres,online search result,latest:5,true,"Matched using the UCL name, department, role, email, and homepage supplied in the search prompt.",opencode/nemotron-3-ultra-free,2026-06-23T22:11:59.086899+00:00
s28,Tony Lynas-Gray,doi:10.3390/atoms10020036,Hannelore Emmi Saraph (1936–2020): Her Life in Atomic Physics,"Hannelore Emmi Saraph was an atomic physicist based at University College London. During the early part of her career, Hannelore's work was devoted to the study of electron collisions with atoms and ions. Later on, Hannelore made contributions to the Opacity Project and Iron Project.",2022,,opencode_plaintext_search,"Peach, Gillian; Lynas-Gray, Anthony Eugene; Mendoza, Claudio; Taylor, Kenneth T; Tennyson, Jonathan",Atoms,10.3390/atoms10020036,https://discovery.ucl.ac.uk/id/eprint/10146957/,Hannelore Emmi Saraph (1936–2020): Her Life in Atomic Physics,online search result,latest:5,true,"Matched using the UCL name, department, role, email, and homepage supplied in the search prompt.",opencode/nemotron-3-ultra-free,2026-06-23T22:11:59.086899+00:00
s28,Tony Lynas-Gray,doi:10.1093/mnras/stab3267,ExoMol line lists - XLIV. IR and UV line list for silicon monoxide (SiO),"A new silicon monoxide (28Si16O) line list covering infrared, visible and ultraviolet regions called SiOUVenIR is presented. This line list extends the infrared EBJT ExoMol line list by including vibronic transitions to the A 1Π and E 1Σ+ electronic states. Strong perturbations to the A 1Π band system are accurately modelled through the treatment of 6 dark electronic states: C 1Σ−, D 1Δ, a 3Σ+, b 3Π, e 3Σ− and d 3Δ. Along with the X 1Σ+ ground state, these 9 electronic states were used to build a comprehensive spectroscopic model of SiO using a combination of empirical and ab initio curves, including the potential energy (PE), spin-orbit (SO), electronic angular momentum (EAM) and (transition) dipole moment curves. The ab initio PE and coupling curves, computed at the multireference configuration interaction (MRCI) level of theory, were refined by fitting their analytical representations to 2617 experimentally derived SiO energy levels determined from 97 vibronic bands belonging to the X–X, E–X and A–X electronic systems through the MARVEL procedure. 112 observed forbidden transitions from the C–X, D–X, e–X, and d–X bands were assigned using our predictions, and these could be fed back into the MARVEL procedure. The SiOUVenIR line list was computed using published ab initio transition dipole moments for the E–X and A–X bands; the line list is suitable for temperatures up to 10 000 K and for wavelengths longer than 140 nm. SiOUVenIR is available from www.exomol.com and the CDS database.",2021,,opencode_plaintext_search,"Yurchenko, SN; Tennyson, J; Syme, A-M; Adam, AY; Clark, VHJ; Cooper, B; Dobney, CP; Donnelly, STE; Gorman, MN; Lynas-Gray, AE; Meltzer, T; Owens, A; Qu, Q; Semenov, M; Somogyi, W; Upadhyay, A; Wright, S; Trujillo, JCZ",Monthly Notices of the Royal Astronomical Society,10.1093/mnras/stab3267,https://discovery.ucl.ac.uk/id/eprint/10138612/,ExoMol line lists - XLIV. IR and UV line list for silicon monoxide (SiO),online search result,latest:5,true,"Matched using the UCL name, department, role, email, and homepage supplied in the search prompt.",opencode/nemotron-3-ultra-free,2026-06-23T22:11:59.086899+00:00
s28,Tony Lynas-Gray,doi:10.1016/j.jqsrt.2020.107228,The 2020 release of the ExoMol database: Molecular line lists for exoplanet and other hot atmospheres,"The ExoMol database (www.exomol.com) provides molecular data for spectroscopic studies of hot atmospheres. While the data are intended for studies of exoplanets and other astronomical bodies, the dataset is widely applicable. The basic form of the database is extensive line lists; these are supplemented with partition functions, state lifetimes, cooling functions, Landé g-factors, temperature-dependent cross sections, opacities, pressure broadening parameters, k-coefficients and dipoles. This paper presents the latest release of the database which has been expanded to consider 80 molecules and 190 isotopologues totaling over 700 billion transitions. While the spectroscopic data are concentrated at infrared and visible wavelengths, ultraviolet transitions are being increasingly considered in response to requests from observers. The core of the database comes from the ExoMol project which primarily uses theoretical methods, albeit usually fine-tuned to reproduce laboratory spectra, to generate very extensive line lists for studies of hot bodies. The data have recently been supplemented by line lists derived from direct laboratory observations, albeit usually with the use of ab initio transition intensities. A major push in the new release is towards accurate characterisation of transition frequencies for use in high resolution studies of exoplanets and other bodies.",2020,,opencode_plaintext_search,"Tennyson, J; Yurchenko, SN; Al-Refaie, AF; Clark, VHJ; Chubb, KL; Conway, EK; Dewan, A; Gorman, MN; Hill, C; Lynas-Gray, AE; Mellor, T; McKemmish, LK; Owens, A; Polyansky, OL; Semenov, M; Somogyi, W; Tinetti, G; Upadhyay, A; Waldmann, I; Wang, Y; Wright, S; Yurchenko, OP",Journal of Quantitative Spectroscopy and Radiative Transfer,10.1016/j.jqsrt.2020.107228,https://discovery.ucl.ac.uk/id/eprint/10110750/,The 2020 release of the ExoMol database: Molecular line lists for exoplanet and other hot atmospheres,online search result,latest:5,true,"Matched using the UCL name, department, role, email, and homepage supplied in the search prompt.",opencode/nemotron-3-ultra-free,2026-06-23T22:11:59.086899+00:00
s28,Tony Lynas-Gray,doi:NOT AVAILABLE,Current State of Astrophysical Opacities: A White Paper,"Availability of reliable atomic and molecular opacity tables is essential in a wide variety of astronomical modeling: the solar and stellar interiors, stellar and planetary atmospheres, stellar evolution, pulsating stars, and protoplanetary disks, to name a few. With the advancement of powerful research techniques—such as helioseismology and asteroseismology, solar neutrino-flux measurements, exoplanet survey satellites, three-dimensional hydrodynamic atmospheric simulations (including non-LTE and granulation effects), high-performance computing of atomic and molecular data, and innovative plasma experiments—the accuracy and completeness of opacity tables is being taken to an unprecedented level. The goal of the second Workshop on Astrophysical Opacities was to gather opacity data producers and consumers from both the atomic and molecular sectors to contribute to solving outstanding problems and to develop more effective and integrated interfaces. In this review we attempt to summarize the discussion at the workshop and propose future directions for opacity research.",2018,,opencode_plaintext_search,"Lynas-Gray, AE; Basu, S; Bautista, MA; Colgan, J; Mendoza, C; Tennyson, J; Trampedach, R; Turck-Chieze, S","Workshop on Astrophysical Opacities (Proceedings), Astronomical Society of the Pacific",NOT AVAILABLE,https://discovery.ucl.ac.uk/id/eprint/10059705/,Current State of Astrophysical Opacities: A White Paper,online search result,latest:5,true,"Matched using the UCL name, department, role, email, and homepage supplied in the search prompt.",opencode/nemotron-3-ultra-free,2026-06-23T22:11:59.086899+00:00
s5,Mose Giordano,doi:10.48550/arXiv.2504.12087,Extrae.jl: Julia bindings for the Extrae HPC Profiler,"The Julia programming language has gained acceptance within the High-Performance Computing (HPC) community due to its ability to tackle two-language problem: Julia code feels as high-level as Python but allows developers to tune it to C-level performance. But to squeeze every drop of performance, Julia needs to integrate with advanced performance analysis tools, also known as profilers. In this work, we present Extrae.jl, a Julia package to interface with the Extrae profiler.",2025,,opencode_plaintext_search,"Sergio Sanchez-Ramirez, Mosè Giordano",arXiv preprint (submitted to JuliaCon 2024 proceedings),10.48550/arXiv.2504.12087,https://arxiv.org/abs/2504.12087,Extrae.jl: Julia bindings for the Extrae HPC Profiler,online search result,latest:5,true,"Matched using the UCL name, department, role, email, and homepage supplied in the search prompt.",opencode/nemotron-3-ultra-free,2026-06-23T23:07:46.398248+00:00
s5,Mose Giordano,doi:10.3847/1538-3881/acf5cc,"Octofitter: Fast, Flexible, and Accurate Orbit Modelling to Detect Exoplanets","As next-generation imaging instruments and interferometers search for planets closer to their stars, they must contend with increasing orbital motion and longer integration times. These compounding effects make it difficult to detect faint planets but also present an opportunity. Increased orbital motion makes it possible to move the search for planets into the orbital domain, where direct images can be freely combined with the radial velocity and proper motion anomaly, even without a confirmed detection in any single epoch. In this paper, we present a fast and differentiable multimethod orbit-modeling and planet detection code called Octofitter. This code is designed to be highly modular and allows users to easily adjust priors, change parameterizations, and specify arbitrary function relations between the parameters of one or more planets. Octofitter further supplies tools for examining model outputs including prior and posterior predictive checks and simulation-based calibration. We demonstrate the capabilities of Octofitter on real and simulated data from different instruments and methods, including HD 91312, simulated JWST/NIRISS aperture masking interferometry observations, radial velocity curves, and grids of images from the Gemini Planet Imager. We show that Octofitter can reliably recover faint planets in long sequences of images with arbitrary orbital motion. This publicly available tool will enable the broad application of multiepoch and multimethod exoplanet detection, which could improve how future targeted ground- and space-based surveys are performed. Finally, its rapid convergence makes it a useful addition to the existing ecosystem of tools for modeling the orbits of directly imaged planets.",2024,,opencode_plaintext_search,"William Thompson, Jensen Lawrence, Dori Blakely, Christian Marois, Jason Wang, Mosè Giordano, Timothy Brandt, Doug Johnstone, Jean-Baptiste Ruffio, S. Mark Ammons, Katie A. Crotts, Clarissa R. Do Ó, Eileen C. Gonzales, Malena Rice","The Astronomical Journal, Volume 166, Issue 4, id.164, 20 pp. 2024",10.3847/1538-3881/acf5cc,https://arxiv.org/abs/2402.01971,"Octofitter: Fast, Flexible, and Accurate Orbit Modelling to Detect Exoplanets",online search result,latest:5,true,"Matched using the UCL name, department, role, email, and homepage supplied in the search prompt.",opencode/nemotron-3-ultra-free,2026-06-23T23:07:46.398248+00:00
s5,Mose Giordano,doi:10.5194/gmd-17-2427-2024,ParticleDA.jl v.1.0: a distributed particle-filtering data assimilation package,"Digital twins of physical and human systems informed by real-time data are becoming ubiquitous across weather forecasting, disaster preparedness, and urban planning, but researchers lack the tools to run these models effectively and efficiently, limiting progress. One of the current challenges is to assimilate observations in highly non-linear dynamical systems, as the practical need is often to detect abrupt changes. We have developed a software platform to improve the use of real-time data in non-linear system representations where non-Gaussianity limits the applicability of data assimilation algorithms such as the ensemble Kalman filter and variational methods. Particle-filter-based data assimilation algorithms have been implemented within a user-friendly open-source software platform in Julia – ParticleDA.jl. To ensure the applicability of the developed platform in realistic scenarios, emphasis has been placed on numerical efficiency and scalability on high-performance computing systems. Furthermore, the platform has been developed to be forward-model agnostic, ensuring that it is applicable to a wide range of modelling settings, for instance unstructured and non-uniform meshes in the spatial domain or even state spaces that are not spatially organized. Applications to tsunami and numerical weather prediction demonstrate the computational benefits and ease of using the high-level Julia interface with the package to perform filtering in a variety of complex models.",2024,,opencode_plaintext_search,"Daniel Giles, Matthew M. Graham, Mosè Giordano, Tuomas Koskela, Alexandros Beskos, Serge Guillas","Geoscientific Model Development, Volume 17, Issue 6, pp. 2427–2445, 2024",10.5194/gmd-17-2427-2024,https://gmd.copernicus.org/articles/17/2427/2024/,ParticleDA.jl v.1.0: a distributed particle-filtering data assimilation package,online search result,latest:5,true,"Matched using the UCL name, department, role, email, and homepage supplied in the search prompt.",opencode/nemotron-3-ultra-free,2026-06-23T23:07:46.398248+00:00
s5,Mose Giordano,doi:10.1007/s41781-023-00104-x,Potential of the Julia Programming Language for High Energy Physics Computing,"Research in high energy physics (HEP) requires huge amounts of computing and storage, putting strong constraints on the code speed and resource usage. To meet these requirements, a compiled high-performance language is typically used; while for physicists, who focus on the application when developing the code, better research productivity pleads for a high-level programming language. A popular approach consists of combining Python, used for the high-level interface, and C++, used for the computing intensive part of the code. A more convenient and efficient approach would be to use a language that provides both high-level programming and high-performance. The Julia programming language, developed at MIT especially to allow the use of a single language in research activities, has followed this path. In this paper the applicability of using the Julia language for HEP research is explored, covering the different aspects that are important for HEP code development: runtime performance, handling of large projects, interface with legacy code, distributed computing, training, and ease of programming. The study shows that the HEP community would benefit from a large scale adoption of this programming language. The HEP-specific foundation libraries that would need to be consolidated are identified.",2023,,opencode_plaintext_search,"Jonas Eschle, Tamás Gál, Mosè Giordano, Philippe Gras, Benedikt Hegner, Lukas Heinrich, Uwe Hernandez Acosta, Stefan Kluth, Jerry Ling, Pere Mato, Mikhail Mikhasenko, Alexander Moreno Briceño, Jim Pivarski, Konstantinos Samaras-Tsakiris, Oliver Schulz, Graeme Andrew Stewart, Jan Strube, Vassil Vassilev, et al.","Computing and Software for Big Science, Volume 7, article 10, 2023",10.1007/s41781-023-00104-x,https://link.springer.com/article/10.1007/s41781-023-00104-x,Potential of the Julia Programming Language for High Energy Physics Computing,online search result,latest:5,true,"Matched using the UCL name, department, role, email, and homepage supplied in the search prompt.",opencode/nemotron-3-ultra-free,2026-06-23T23:07:46.398248+00:00
s5,Mose Giordano,doi:10.48550/arXiv.2211.02740,Bridging HPC Communities through the Julia Programming Language,"The Julia programming language has evolved into a modern alternative to fill existing gaps in scientific computing and data science applications. Julia leverages a unified and coordinated single-language and ecosystem paradigm and has a proven track record of achieving high performance without sacrificing user productivity. These aspects make Julia a viable alternative to high-performance computing's (HPC's) existing and increasingly costly many-body workflow composition strategy in which traditional HPC languages (e.g., Fortran, C, C++) are used for simulations, and higher-level languages (e.g., Python, R, MATLAB) are used for data analysis and interactive computing. Julia's rapid growth in language capabilities, package ecosystem, and community make it a promising universal language for HPC. This paper presents the views of a multidisciplinary group of researchers from academia, government, and industry that advocate for an HPC software development paradigm that emphasizes developer productivity, workflow portability, and low barriers for entry. We believe that the Julia programming language, its ecosystem, and its community provide modern and powerful capabilities that enable this group's objectives. Crucially, we believe that Julia can provide a feasible and less costly approach to programming scientific applications and workflows that target HPC facilities. In this work, we examine the current practice and role of Julia as a common, end-to-end programming model to address major challenges in scientific reproducibility, data-driven AI/machine learning, co-design and workflows, scalability and performance portability in heterogeneous computing, network communication, data management, and community education. As a result, the diversification of current investments to fulfill the needs of the upcoming decade is crucial as more supercomputing centers prepare for the exascale era.",2022,,opencode_plaintext_search,"Valentin Churavy, William F Godoy, Carsten Bauer, Hendrik Ranocha, Michael Schlottke-Lakemper, Ludovic Räss, Johannes Blaschke, Mosè Giordano, Erik Schnetter, Samuel Omlin, Jeffrey S. Vetter, Alan Edelman",arXiv preprint (cs.DC),10.48550/arXiv.2211.02740,https://arxiv.org/abs/2211.02740,Bridging HPC Communities through the Julia Programming Language,online search result,latest:5,true,"Matched using the UCL name, department, role, email, and homepage supplied in the search prompt.",opencode/nemotron-3-ultra-free,2026-06-23T23:07:46.398248+00:00
s14,Gabriel Facini,doi:10.48550/arXiv.2606.17631,"Better Queries, Cheaper Attention: Adapting Transformers for Efficient Sparse Reconstruction","Query-based transformer decoders are effective for object reconstruction from sparse scientific sensor measurements, but their scalability to high-multiplicity data is limited by fixed, input-independent query sets and costly decoder cross-attention. We introduce a geometry-aware dynamic-query decoder that couples input-conditioned query construction with structured sparse cross-attention. Decoder queries are initialised from selected encoder-level measurement representations that serve as candidate trajectory seeds, making both query content and query multiplicity input-dependent. Local Strided Cross-Attention (LSCA) exploits the induced geometric ordering by replacing learned mask-gated cross-attention with a geometry-defined local support that restricts attention to physically plausible query-hit interactions and exposes sparsity for block-sparse execution. We study this architecture for charged-particle trajectory reconstruction in a simplified High-Luminosity Large Hadron Collider detector, where thousands of trajectories must be reconstructed from tens of thousands of sparse measurements. In the nominal configuration, the dynamic-query (DQ) architecture increases trajectory reconstruction efficiency from 94.1% to 98.1% and reduces the fake rate by more than a factor of two relative to the fixed-query baseline. The DQ+LSCA model reduces end-to-end inference latency by nearly 50% and peak allocated inference memory by more than a factor of 10 relative to the fixed-query baseline.",2026,,opencode_plaintext_search,"Philippa Duckett, Samuel Van Stroud, Max Hart, Gabriel Facini, Tim Scanlon",arXiv preprint (hep-ex),10.48550/arXiv.2606.17631,https://arxiv.org/abs/2606.17631,"Better Queries, Cheaper Attention: Adapting Transformers for Efficient Sparse Reconstruction",online search result,latest:5,true,"Matched using the UCL name, department, role, email, and homepage supplied in the search prompt.",opencode/nemotron-3-ultra-free,2026-06-23T23:26:36.532590+00:00
s14,Gabriel Facini,doi:10.48550/arXiv.2508.20092,GLOW: A Unified Particle Flow Transformer,"We present GLOW, a transformer-based particle flow model that combines incidence matrix supervision from HGPflow with a MaskFormer architecture. Evaluated on CLIC detector simulations, GLOW achieves state-of-the-art performance and, together with prior work, demonstrates that a single unified transformer architecture can effectively address diverse reconstruction tasks in particle physics.",2025,,opencode_plaintext_search,"Dmitrii Kobylianskii, Samuel Van Stroud, Kwok Yiu Wong, Max Hart, Etienne Dreyer, Eilam Gross, Gabriel Facini, Tim Scanlon",arXiv preprint (hep-ex),10.48550/arXiv.2508.20092,https://arxiv.org/abs/2508.20092,GLOW: A Unified Particle Flow Transformer,online search result,latest:5,true,"Matched using the UCL name, department, role, email, and homepage supplied in the search prompt.",opencode/nemotron-3-ultra-free,2026-06-23T23:26:36.532590+00:00
s14,Gabriel Facini,doi:10.48550/arXiv.2411.07149,Transformers for Charged Particle Track Reconstruction in High Energy Physics,"Reconstructing charged particle tracks is a fundamental task in modern collider experiments. The unprecedented particle multiplicities expected at the High-Luminosity Large Hadron Collider (HL-LHC) pose significant challenges for track reconstruction, where traditional algorithms become computationally infeasible. To address this challenge, we present a novel learned approach to track reconstruction that adapts recent advances in computer vision and object detection. Our architecture combines a Transformer hit filtering network with a MaskFormer reconstruction model that jointly optimises hit assignments and the estimation of the charged particles' properties. Evaluated on the TrackML dataset, our best performing model achieves state-of-the-art tracking performance with 97% efficiency for a fake rate of 0.6%, and inference times of 100ms. Our tunable approach enables specialisation for specific applications like triggering systems, while its underlying principles can be extended to other reconstruction challenges in high energy physics. This work demonstrates the potential of modern deep learning architectures to address emerging computational challenges in particle physics while maintaining the precision required for groundbreaking physics analysis.",2024,,opencode_plaintext_search,"Samuel Van Stroud, Philippa Duckett, Max Hart, Nikita Pond, Sébastien Rettie, Gabriel Facini, Tim Scanlon","arXiv preprint (hep-ex); Phys. Rev. X 15, 041046 (2025)",10.48550/arXiv.2411.07149,https://arxiv.org/abs/2411.07149,Transformers for Charged Particle Track Reconstruction in High Energy Physics,online search result,latest:5,true,"Matched using the UCL name, department, role, email, and homepage supplied in the search prompt.",opencode/nemotron-3-ultra-free,2026-06-23T23:26:36.532590+00:00
